state_of_health,state_of_charge,cycle_count,current_amps,temperature_cell,charge_rate_kw,is_charging,internal_resistance,action_voltage,action_current,dT_dt,dV_dt,thermal_stress_index,aging_indicator,charging_efficiency,charging_time,cycle_degradation,balancing_time
96.54,96.72,111,25.04,24.08,8.75,0,0.0271,310.2,92.17,0.282,-0.0415,0.335,0.032,0.948,169.1,0.0278,27.42
69.5,72.57,3137,243.08,37.93,112.98,0,0.0368,434.99,171.51,0.104,-0.017,0.392,0.896,0.945,174.39,0.7843,27.34
91.1,95.1,246,162.04,29.7,29.48,1,0.0484,389.31,207.48,-0.271,-0.0069,0.383,0.07,0.917,112.58,0.0615,19.3
90.11,19.97,426,11.46,20.19,137.48,1,0.0453,322.21,57.22,0.595,0.0337,0.424,0.122,0.858,75.13,0.1065,26.81
71.16,91.25,3313,179.43,31.11,127.46,1,0.0246,302.78,71.72,-0.342,-0.0418,0.424,0.947,0.86,89.39,0.8283,2.26
66.44,34.17,2620,61.21,55.83,29.06,0,0.0457,336.19,166.38,0.938,0.0069,0.891,0.749,0.929,146.38,0.655,2.73
95.33,55.01,101,99.62,34.1,33.34,1,0.0324,331.16,249.97,-0.496,-0.0477,0.513,0.029,0.874,166.83,0.0253,22.91
88.43,45.59,1505,68.22,23.03,85.3,0,0.01,403.45,227.8,0.701,0.0004,0.493,0.43,0.822,175.46,0.3763,5.9
73.41,27.48,1685,135.2,64.38,125.28,1,0.0359,343.97,47.7,0.107,0.0068,0.637,0.481,0.963,50.6,0.4213,6.73
91.52,67.93,549,208.89,27.01,130.57,1,0.0343,369.52,168.14,0.449,-0.0366,0.429,0.157,0.924,91.52,0.1373,2.46
85.4,14.31,1401,125.4,51.52,88.39,0,0.0063,403.36,196.99,-0.164,0.0467,0.541,0.4,0.941,28.96,0.3503,3.72
83.32,25.07,1022,52.61,42.47,78.73,0,0.0456,381.26,134.5,-0.415,0.0087,0.558,0.292,0.954,111.62,0.2555,18.06
65.17,41.93,3435,239.5,45.64,91.05,1,0.0356,376.85,236.29,1.471,0.036,1.01,0.981,0.986,154.69,0.8588,7.36
82.5,49.84,1929,196.54,35.76,129.43,0,0.0227,324.66,27.8,0.144,0.0273,0.388,0.551,0.901,99.72,0.4823,22.21
63.58,13.75,2629,112.97,61.82,17.7,1,0.0489,315.69,225.58,0.223,0.0285,0.66,0.751,0.814,165.11,0.6573,23.2
89.99,64.53,796,102.1,37.93,24.0,0,0.0282,331.9,72.76,1.252,-0.0034,0.851,0.227,0.96,41.02,0.199,5.61
75.92,72.7,2385,89.58,38.69,122.63,1,0.0321,339.73,87.41,0.016,-0.0416,0.364,0.681,0.842,173.78,0.5963,25.58
84.1,76.52,543,245.91,53.23,57.41,1,0.0441,402.06,127.21,0.095,0.0122,0.529,0.155,0.912,18.58,0.1358,22.14
67.46,76.35,3181,102.15,26.3,71.08,1,0.0499,395.49,159.85,-0.373,0.0278,0.392,0.909,0.962,95.65,0.7953,10.89
63.59,88.29,3348,20.13,47.12,65.27,0,0.0436,388.51,150.68,0.781,-0.0104,0.747,0.957,0.91,171.44,0.837,21.85
65.8,27.08,2974,79.95,55.17,51.17,1,0.0357,388.28,126.9,0.16,0.0303,0.573,0.85,0.927,153.81,0.7435,11.06
87.8,69.58,331,11.39,60.99,63.75,0,0.0229,372.89,104.45,1.16,-0.0258,1.027,0.095,0.942,164.13,0.0828,16.39
65.62,23.41,2938,247.09,62.36,53.59,1,0.0269,311.02,33.29,0.648,-0.0425,0.835,0.839,0.904,74.02,0.7345,17.97
71.17,67.97,1678,135.49,63.34,74.76,0,0.0493,393.89,48.36,0.955,-0.0265,0.967,0.479,0.985,117.55,0.4195,11.37
80.7,84.51,2379,119.16,37.77,6.23,0,0.0105,392.97,42.07,1.023,0.0205,0.758,0.68,0.889,151.39,0.5948,0.79
72.87,70.72,3058,245.77,39.14,21.84,0,0.0199,366.13,216.22,0.822,-0.021,0.69,0.874,0.852,128.09,0.7645,25.09
76.35,10.41,1199,28.51,59.24,27.2,0,0.046,334.6,80.75,1.062,-0.0218,0.972,0.343,0.806,101.11,0.2998,30.0
94.88,93.62,221,184.66,35.72,140.9,1,0.0296,353.74,28.44,0.172,-0.0329,0.399,0.063,0.929,170.74,0.0553,22.49
57.87,16.64,3402,166.02,62.8,49.1,1,0.0458,311.9,56.58,0.189,-0.0155,0.655,0.972,0.863,114.25,0.8505,19.96
81.05,78.76,1170,49.08,55.31,59.96,0,0.032,433.03,21.41,0.87,-0.0011,0.859,0.334,0.967,163.92,0.2925,10.45
72.81,46.55,2927,183.63,24.98,111.97,1,0.0329,436.82,79.17,0.799,-0.0221,0.55,0.836,0.934,112.33,0.7318,28.93
90.02,95.59,361,85.98,37.48,107.25,0,0.0451,358.71,249.32,-0.122,-0.0122,0.395,0.103,0.892,127.11,0.0902,13.6
80.79,30.41,1006,98.09,50.7,149.08,0,0.0452,430.28,223.14,0.683,0.0377,0.741,0.287,0.864,15.57,0.2515,13.05
76.95,25.49,2771,204.08,35.32,100.5,0,0.0161,424.6,182.21,0.015,-0.0322,0.332,0.792,0.811,132.61,0.6927,8.26
84.59,15.16,1505,149.94,26.62,84.82,1,0.0301,440.83,75.68,0.338,-0.0167,0.381,0.43,0.884,29.62,0.3763,18.81
79.32,94.1,2186,247.66,33.54,50.14,0,0.029,401.93,29.61,-0.101,0.0467,0.35,0.625,0.87,39.09,0.5465,21.42
85.44,11.49,677,130.71,59.8,119.41,0,0.023,386.93,143.79,1.389,0.0492,1.108,0.193,0.965,136.17,0.1693,4.19
89.64,65.19,865,51.49,20.71,49.42,0,0.0315,336.46,11.3,1.424,0.0017,0.761,0.247,0.953,20.4,0.2162,17.84
63.83,38.7,3252,74.81,61.08,140.23,0,0.0241,302.84,185.67,0.844,0.043,0.901,0.929,0.829,93.85,0.813,28.16
73.3,29.41,2533,27.93,43.89,102.54,1,0.0316,422.16,139.77,0.46,0.0383,0.589,0.724,0.852,58.61,0.6332,11.97
71.71,88.19,2706,166.4,59.81,11.17,1,0.0083,304.68,101.29,0.21,-0.0221,0.636,0.773,0.819,159.14,0.6765,11.34
77.22,14.57,2471,77.87,28.75,60.85,0,0.0284,362.79,147.41,1.299,-0.0346,0.785,0.706,0.891,130.11,0.6178,3.86
97.76,30.14,384,55.3,24.13,18.59,1,0.0084,312.39,118.54,0.059,-0.0443,0.246,0.11,0.836,100.49,0.096,18.78
80.92,36.76,1208,135.24,52.83,122.11,0,0.0342,378.61,176.67,-0.144,-0.0231,0.545,0.345,0.925,66.79,0.302,15.78
91.53,67.08,264,213.03,32.63,94.01,0,0.0463,390.0,194.49,-0.041,0.0251,0.318,0.075,0.967,139.83,0.066,6.94
68.93,46.83,3149,202.77,46.06,131.4,0,0.0265,399.61,112.01,0.935,-0.0474,0.799,0.9,0.912,44.53,0.7873,20.77
72.84,69.5,2381,45.75,57.98,5.6,1,0.0199,367.24,220.58,0.531,0.0132,0.748,0.68,0.92,149.99,0.5953,16.37
85.14,49.09,1884,74.15,32.09,71.29,0,0.0115,350.53,162.07,1.256,-0.0292,0.799,0.538,0.839,168.11,0.471,24.43
78.12,36.1,1687,122.1,52.69,103.28,1,0.03,406.52,121.66,0.282,-0.0145,0.599,0.482,0.975,35.78,0.4218,29.74
90.51,83.66,805,96.98,38.01,62.53,0,0.0255,401.96,192.7,0.856,0.0453,0.693,0.23,0.983,81.12,0.2013,2.76
90.58,88.24,328,163.16,47.07,45.06,0,0.0289,445.48,125.48,-0.151,-0.0005,0.495,0.094,0.867,164.2,0.082,3.11
74.07,67.18,3139,247.42,39.29,37.92,0,0.0108,304.83,155.11,0.021,0.0089,0.371,0.897,0.877,152.69,0.7848,20.39
81.15,38.34,1323,42.82,41.44,29.76,1,0.0447,376.46,111.73,0.698,-0.0268,0.662,0.378,0.869,124.94,0.3307,18.68
67.4,51.8,2505,37.61,62.13,26.72,1,0.0356,303.6,143.47,0.991,-0.0333,0.97,0.716,0.901,161.63,0.6262,7.07
80.15,77.94,1179,33.98,51.57,16.5,0,0.0406,421.07,206.62,-0.101,0.0296,0.516,0.337,0.89,103.77,0.2948,20.29
81.56,57.07,1025,211.19,59.67,62.55,0,0.0272,372.16,245.45,0.768,-0.0445,0.858,0.293,0.868,29.98,0.2562,8.36
86.38,48.88,1675,77.74,35.67,114.55,1,0.0141,328.24,16.06,0.562,0.0086,0.554,0.479,0.934,151.48,0.4188,22.02
80.75,76.79,1621,215.97,42.43,35.63,0,0.0324,433.93,166.27,1.494,-0.034,0.989,0.463,0.81,168.99,0.4052,20.12
86.71,18.49,979,87.92,32.06,64.12,1,0.0407,431.65,42.53,0.508,0.0387,0.499,0.28,0.893,66.87,0.2447,19.59
86.92,24.67,1360,40.77,30.74,7.73,0,0.0242,393.12,196.94,1.398,-0.0219,0.843,0.389,0.88,128.68,0.34,20.49
74.29,74.34,2147,227.02,53.46,10.71,1,0.0277,382.32,226.38,-0.333,-0.0077,0.627,0.613,0.848,39.22,0.5368,0.93
65.5,47.09,2730,212.28,55.08,128.36,0,0.0467,402.26,227.05,0.514,0.0368,0.714,0.78,0.902,83.24,0.6825,13.16
79.59,65.27,1562,39.91,48.72,60.19,0,0.0318,335.05,159.33,0.252,-0.0254,0.551,0.446,0.853,65.16,0.3905,9.14
74.54,44.65,2361,237.57,33.24,124.1,0,0.0453,420.21,72.46,0.792,0.0351,0.624,0.675,0.831,113.48,0.5903,8.74
87.82,92.43,851,238.86,48.8,79.32,1,0.0209,435.17,158.75,0.404,-0.0208,0.612,0.243,0.984,35.35,0.2127,7.57
77.81,97.07,1410,183.16,57.45,40.69,1,0.0344,442.39,60.19,-0.053,0.0485,0.552,0.403,0.902,142.69,0.3525,7.91
94.1,11.57,290,88.37,39.27,146.67,1,0.0238,366.92,146.69,0.581,-0.0271,0.595,0.083,0.82,69.28,0.0725,2.48
71.78,92.12,2695,217.07,35.81,124.3,0,0.0458,316.53,233.57,-0.114,-0.0434,0.376,0.77,0.915,117.56,0.6737,7.66
97.42,97.81,166,247.8,20.98,141.26,0,0.0199,319.35,104.58,0.717,-0.0287,0.48,0.047,0.908,35.65,0.0415,9.56
77.57,58.87,1704,52.38,63.32,47.06,1,0.0146,359.66,249.77,0.856,-0.0165,0.927,0.487,0.872,163.48,0.426,23.67
87.32,46.29,638,46.99,45.94,38.1,0,0.035,389.97,24.25,0.47,0.047,0.612,0.182,0.902,160.37,0.1595,13.51
66.31,51.2,3343,57.64,42.22,29.92,0,0.0368,405.76,134.72,0.976,-0.0387,0.78,0.955,0.86,167.1,0.8357,14.97
66.31,38.37,3307,29.49,21.3,16.22,1,0.0495,317.73,65.64,-0.26,-0.0068,0.301,0.945,0.889,87.58,0.8267,17.81
87.09,31.46,744,195.86,52.45,114.35,0,0.0221,394.88,65.53,-0.334,-0.036,0.618,0.213,0.898,76.1,0.186,19.46
64.62,94.45,2999,135.06,61.43,55.54,0,0.0299,331.74,191.01,-0.072,-0.022,0.596,0.857,0.84,90.92,0.7498,30.0
85.91,37.52,1756,214.91,22.73,25.76,0,0.0132,370.74,163.01,-0.389,0.0277,0.365,0.502,0.867,128.67,0.439,1.89
83.59,24.35,1769,86.68,38.69,147.84,1,0.02,448.14,103.66,-0.207,-0.0365,0.44,0.505,0.95,126.37,0.4423,15.52
86.57,29.04,15,178.58,57.49,103.81,0,0.0471,423.51,38.21,-0.464,-0.0171,0.716,0.004,0.951,34.0,0.0037,9.94
86.23,88.01,490,66.97,62.87,110.18,0,0.0207,410.22,15.86,1.251,0.0004,1.081,0.14,0.883,35.12,0.1225,0.63
80.78,49.5,2088,20.24,42.27,85.75,1,0.0137,399.88,56.03,0.182,-0.0338,0.463,0.597,0.801,172.35,0.522,19.96
84.89,24.99,1544,211.61,36.99,15.36,1,0.0235,318.25,132.83,0.687,0.0012,0.616,0.441,0.847,80.86,0.386,11.62
69.58,57.96,3320,194.88,36.03,117.59,0,0.0304,417.29,164.64,1.091,-0.0319,0.769,0.949,0.842,177.0,0.83,28.82
98.03,48.42,299,142.25,35.4,133.21,1,0.0106,392.24,15.49,-0.094,-0.0476,0.364,0.085,0.887,97.21,0.0747,13.01
97.01,45.46,269,137.77,21.67,52.41,0,0.0179,384.87,50.96,-0.463,0.0232,0.385,0.077,0.913,156.46,0.0673,5.35
95.35,80.73,299,147.71,47.54,51.92,0,0.0068,380.04,135.6,0.479,0.0428,0.63,0.085,0.954,61.62,0.0747,8.72
71.05,65.04,2925,177.29,27.97,80.24,0,0.0423,418.04,180.44,0.445,-0.0107,0.436,0.836,0.97,128.19,0.7313,26.13
74.04,96.8,1659,153.59,56.75,127.53,1,0.0443,415.12,123.42,-0.016,0.0302,0.53,0.474,0.9,62.86,0.4148,10.2
89.61,31.62,937,248.51,42.67,144.93,0,0.0161,344.25,47.55,0.032,0.0229,0.407,0.268,0.875,147.89,0.2343,21.35
77.8,11.09,1418,118.37,56.51,68.05,1,0.0368,302.31,114.52,-0.415,-0.0415,0.688,0.405,0.987,156.38,0.3545,28.11
72.38,68.06,2705,139.46,57.54,56.65,1,0.0105,434.25,127.06,1.196,0.0111,1.01,0.773,0.96,112.27,0.6763,3.55
64.87,13.17,2678,161.13,64.8,106.01,0,0.0374,327.86,174.59,0.665,0.0059,0.864,0.765,0.906,150.81,0.6695,7.04
89.14,59.93,673,192.28,32.78,89.9,0,0.0407,434.31,17.35,0.313,-0.0027,0.428,0.192,0.889,98.4,0.1683,17.97
88.37,76.31,1390,107.46,21.04,56.12,1,0.0147,325.63,98.74,0.206,0.0394,0.277,0.397,0.809,89.18,0.3475,22.46
74.7,74.4,2967,91.79,44.06,119.19,0,0.0085,388.73,29.34,-0.417,0.0353,0.574,0.848,0.952,81.45,0.7418,1.55
85.51,52.91,901,63.06,33.56,69.04,1,0.0497,434.54,167.1,0.095,-0.029,0.348,0.257,0.885,45.38,0.2253,25.83
90.52,79.64,976,24.99,21.81,8.87,0,0.0215,410.25,53.04,-0.192,0.0198,0.278,0.279,0.875,75.85,0.244,17.21
68.58,36.58,2231,60.93,56.45,130.34,0,0.048,313.5,158.43,0.261,0.0126,0.625,0.637,0.821,133.43,0.5577,4.65
83.43,89.57,912,87.84,60.59,7.27,0,0.0202,449.28,222.09,0.614,-0.0216,0.805,0.261,0.816,34.64,0.228,19.6
92.44,35.95,139,248.44,25.48,65.05,0,0.0453,383.92,216.51,1.128,0.0056,0.686,0.04,0.87,54.22,0.0348,25.42
76.23,81.4,1597,73.0,60.82,40.06,1,0.0311,319.53,103.39,0.639,0.0481,0.817,0.456,0.989,97.26,0.3992,27.52
77.34,67.72,2370,131.51,47.41,79.54,1,0.0123,376.68,50.9,1.471,-0.0327,1.026,0.677,0.828,18.66,0.5925,14.6
90.38,63.11,1201,166.32,30.24,71.9,1,0.0122,399.99,33.96,-0.238,-0.0147,0.374,0.343,0.81,49.54,0.3003,25.54
77.73,60.78,2371,217.25,32.88,35.13,0,0.0291,363.6,128.31,0.442,0.0354,0.48,0.677,0.839,116.33,0.5927,16.15
76.12,38.46,2222,61.94,23.73,91.91,1,0.0448,345.66,35.39,-0.385,-0.0182,0.373,0.635,0.951,54.91,0.5555,12.29
84.17,10.2,953,244.81,40.98,99.86,0,0.0448,359.94,129.23,0.778,-0.0114,0.689,0.272,0.85,42.03,0.2383,18.18
82.9,41.76,718,104.54,51.82,24.19,1,0.0442,304.36,229.32,0.013,0.0393,0.484,0.205,0.842,155.73,0.1795,0.42
79.28,19.19,1985,31.85,36.72,8.57,1,0.0346,421.07,59.13,1.112,-0.0049,0.784,0.567,0.865,153.42,0.4963,8.25
80.86,52.49,2094,144.68,30.14,118.99,1,0.0246,372.79,249.2,1.027,0.0362,0.689,0.598,0.844,113.41,0.5235,14.25
85.3,71.7,1204,21.22,49.12,121.77,0,0.0164,337.59,113.46,1.003,0.0463,0.855,0.344,0.815,119.3,0.301,25.23
74.65,76.12,3358,117.75,33.31,66.89,1,0.007,386.39,17.05,1.16,0.0476,0.771,0.959,0.97,21.62,0.8395,13.16
83.58,11.1,2040,26.67,21.7,56.58,0,0.0132,366.99,79.46,0.14,-0.0407,0.256,0.583,0.847,109.27,0.51,7.35
82.91,45.5,1137,218.65,46.33,147.2,0,0.0378,330.98,197.85,1.339,-0.0469,0.963,0.325,0.987,154.1,0.2843,5.48
89.62,84.82,726,21.78,33.78,82.68,0,0.0362,448.64,125.54,-0.333,0.0489,0.445,0.207,0.889,161.74,0.1815,23.74
78.02,41.57,1919,154.82,38.45,115.83,1,0.0421,425.95,23.84,0.158,-0.0018,0.418,0.548,0.942,59.17,0.4798,2.46
80.26,95.99,2203,47.91,47.11,108.2,0,0.0056,415.52,127.3,1.173,-0.0219,0.904,0.629,0.878,157.27,0.5507,6.62
92.53,83.83,558,118.96,47.09,35.6,0,0.0112,356.97,241.29,-0.353,-0.046,0.576,0.159,0.952,16.57,0.1395,0.95
66.46,43.59,3258,103.86,60.78,39.17,0,0.0131,379.76,222.18,1.126,-0.0357,1.011,0.931,0.959,51.51,0.8145,22.84
82.58,61.0,1733,126.6,38.74,70.52,0,0.0265,311.53,243.88,-0.392,0.0248,0.514,0.495,0.956,146.86,0.4333,14.46
83.83,29.55,909,175.91,57.45,93.05,1,0.0243,355.99,249.63,0.244,-0.0233,0.628,0.26,0.9,33.05,0.2273,1.33
88.28,11.56,837,138.34,32.55,61.11,1,0.0387,370.59,58.35,0.704,-0.0415,0.582,0.239,0.905,117.26,0.2092,24.8
94.11,90.06,777,10.95,38.72,133.58,0,0.006,444.98,61.75,1.45,-0.0356,0.937,0.222,0.88,107.58,0.1943,25.36
82.26,25.51,1940,243.7,21.94,81.1,1,0.0235,367.68,166.21,1.351,-0.019,0.743,0.554,0.828,98.93,0.485,27.32
79.83,24.33,1573,229.13,59.51,6.37,1,0.0159,304.83,188.51,1.464,0.003,1.135,0.449,0.983,139.42,0.3932,3.51
94.77,19.19,156,187.5,25.86,64.35,0,0.034,363.35,200.24,1.101,0.0292,0.679,0.045,0.94,177.78,0.039,10.56
73.19,10.71,1874,40.88,52.35,136.86,0,0.0458,345.83,39.66,1.111,0.0068,0.928,0.535,0.85,96.11,0.4685,2.36
91.79,49.04,353,249.32,42.82,43.46,0,0.0282,440.02,86.28,0.248,0.0427,0.494,0.101,0.868,122.68,0.0882,17.24
74.8,99.95,2248,210.76,51.22,52.37,1,0.0245,368.63,235.35,-0.122,-0.0163,0.522,0.642,0.85,116.43,0.562,18.14
75.75,25.32,2729,45.92,21.93,55.17,0,0.0257,301.01,229.36,1.355,0.0292,0.744,0.78,0.906,46.66,0.6823,28.73
86.27,16.69,1336,131.3,32.94,101.22,1,0.0295,308.14,120.27,-0.076,-0.0284,0.334,0.382,0.952,106.3,0.334,2.37
90.48,20.1,441,213.84,47.62,117.51,1,0.0231,427.4,170.59,1.095,-0.0189,0.878,0.126,0.805,141.91,0.1103,0.23
71.23,64.75,3077,212.85,42.57,65.57,0,0.0242,338.26,31.16,1.283,-0.015,0.906,0.879,0.985,85.4,0.7692,25.25
82.46,15.57,1382,205.5,56.5,47.59,0,0.0133,391.3,91.6,0.316,0.0495,0.648,0.395,0.876,82.24,0.3455,19.71
74.72,71.2,3186,51.74,22.69,121.23,0,0.0116,333.77,106.46,0.156,0.0402,0.272,0.91,0.841,86.33,0.7965,16.19
87.07,82.04,1728,25.03,34.7,95.01,1,0.0102,327.78,13.64,1.392,-0.0137,0.877,0.494,0.977,73.04,0.432,4.87
87.96,33.64,1641,212.48,29.94,15.71,0,0.0068,373.61,235.11,0.024,-0.0276,0.286,0.469,0.815,99.27,0.4103,12.02
85.36,83.61,1229,205.33,31.75,85.85,1,0.037,431.86,98.49,1.112,-0.009,0.738,0.351,0.863,125.13,0.3073,17.38
80.62,47.51,1417,198.41,57.42,35.14,1,0.0201,439.13,180.65,1.164,0.028,0.996,0.405,0.901,116.37,0.3543,25.48
80.4,53.82,2153,35.28,39.71,102.22,1,0.0188,350.68,59.71,1.384,0.039,0.92,0.615,0.933,156.21,0.5383,18.08
62.19,35.81,2858,14.34,61.86,143.26,0,0.0489,379.24,25.3,1.076,-0.03,1.001,0.817,0.963,129.24,0.7145,25.23
68.93,32.72,2765,37.19,50.88,37.77,0,0.0333,365.22,74.59,1.245,-0.0347,0.968,0.79,0.824,164.77,0.6913,21.01
80.28,94.39,1756,219.73,22.89,115.47,1,0.0417,429.71,161.44,0.049,0.045,0.231,0.502,0.888,77.08,0.439,15.29
71.81,55.18,2463,76.06,39.02,129.42,1,0.0496,402.23,102.57,1.096,0.026,0.799,0.704,0.879,89.96,0.6158,27.64
79.92,60.13,2114,105.55,31.17,71.53,1,0.0293,421.14,43.46,-0.128,0.0391,0.339,0.604,0.898,121.34,0.5285,5.41
93.07,18.72,384,118.63,27.83,53.96,1,0.0316,387.81,189.78,0.785,0.0339,0.571,0.11,0.82,91.15,0.096,28.17
74.74,42.96,2909,37.3,40.62,21.16,1,0.0144,344.63,20.35,0.58,0.0413,0.607,0.831,0.859,87.68,0.7273,13.52
78.75,88.49,1060,109.66,62.27,70.27,1,0.0377,382.34,238.07,0.746,-0.0407,0.873,0.303,0.984,141.13,0.265,12.23
78.65,22.48,2728,60.79,35.02,132.25,0,0.0115,322.48,235.13,0.332,-0.0123,0.456,0.779,0.928,134.15,0.682,2.87
87.48,27.17,1156,165.97,37.48,84.15,0,0.0274,325.08,52.94,1.096,-0.0425,0.784,0.33,0.983,45.73,0.289,24.07
84.31,89.54,2032,98.94,34.09,6.87,0,0.0118,444.89,122.96,0.575,0.0483,0.545,0.581,0.974,106.45,0.508,6.65
92.86,85.16,101,160.96,40.95,32.92,0,0.0365,439.18,31.04,-0.247,-0.0399,0.477,0.029,0.918,89.37,0.0253,21.18
78.75,47.46,1816,26.26,28.56,64.17,1,0.0471,416.49,199.1,1.259,-0.0305,0.767,0.519,0.9,157.99,0.454,13.84
64.05,96.04,2964,53.96,58.62,67.32,0,0.0385,412.3,241.31,-0.23,0.0214,0.633,0.847,0.849,110.07,0.741,20.94
92.66,50.64,791,62.74,43.45,137.04,0,0.0059,394.07,194.63,0.464,-0.0191,0.587,0.226,0.901,157.82,0.1978,10.53
73.75,77.32,2821,198.17,36.68,106.11,0,0.0287,402.55,103.67,0.91,0.0209,0.703,0.806,0.854,69.18,0.7053,28.19
74.44,35.76,2019,216.66,46.26,68.6,0,0.0442,336.26,132.41,0.484,0.0185,0.621,0.577,0.938,176.18,0.5048,11.31
74.56,77.2,2295,31.84,33.92,65.26,1,0.0483,339.96,179.5,1.157,-0.0215,0.776,0.656,0.859,147.33,0.5737,6.9
79.78,93.22,1702,71.74,60.75,39.22,0,0.0083,352.05,216.53,-0.24,-0.0467,0.657,0.486,0.928,167.85,0.4255,8.97
82.22,19.7,1357,242.67,59.93,129.04,0,0.0104,345.17,28.35,-0.193,0.0435,0.63,0.388,0.877,41.08,0.3392,8.9
82.26,42.32,1858,213.96,50.04,77.65,0,0.0055,332.16,165.59,-0.292,-0.0404,0.579,0.531,0.912,176.05,0.4645,4.17
85.29,39.66,1874,92.22,38.52,123.03,0,0.0069,358.81,186.69,0.192,0.0408,0.432,0.535,0.906,103.74,0.4685,4.27
84.86,22.44,1727,105.16,25.13,22.29,0,0.0211,329.65,188.47,-0.348,0.0494,0.371,0.493,0.965,47.68,0.4318,28.55
65.97,50.15,3402,190.85,29.91,87.88,1,0.0484,345.7,187.79,0.298,0.0219,0.395,0.972,0.957,48.49,0.8505,4.26
87.46,54.36,1543,145.35,35.94,7.95,0,0.012,335.58,35.67,-0.484,-0.0328,0.525,0.441,0.828,128.69,0.3857,14.15
81.59,80.49,2087,228.0,38.18,98.25,1,0.0186,424.81,229.38,0.826,0.0241,0.683,0.596,0.988,146.88,0.5218,9.93
86.98,35.92,1531,190.21,33.17,34.9,1,0.0187,326.03,39.04,0.296,-0.0135,0.425,0.437,0.988,35.59,0.3828,27.48
77.74,22.19,1537,129.85,52.0,60.35,1,0.039,444.97,63.2,0.892,0.0004,0.837,0.439,0.978,154.76,0.3842,28.53
74.79,45.1,2287,126.52,45.8,61.55,0,0.0331,387.32,17.01,0.3,-0.0433,0.543,0.653,0.982,133.27,0.5717,8.07
80.05,67.49,1855,249.86,30.62,106.36,1,0.0387,322.16,84.79,1.033,0.013,0.696,0.53,0.876,21.26,0.4637,23.1
79.27,66.75,1994,70.84,43.68,3.31,0,0.023,425.76,154.9,0.283,0.0015,0.516,0.57,0.809,166.35,0.4985,29.21
72.11,57.01,2222,16.84,54.71,82.55,0,0.0345,427.13,234.68,0.195,-0.0095,0.583,0.635,0.898,114.51,0.5555,23.42
73.12,47.94,3375,179.73,39.89,3.2,0,0.006,337.6,198.03,1.482,0.0049,0.961,0.964,0.93,81.49,0.8438,21.82
86.64,95.75,1105,25.86,25.43,23.63,0,0.0351,400.5,172.93,1.284,0.0241,0.748,0.316,0.834,76.78,0.2762,21.21
85.77,79.26,1264,90.02,44.74,9.13,1,0.0192,421.94,117.67,1.448,0.0415,0.992,0.361,0.88,139.13,0.316,27.92
82.4,81.76,2164,194.77,29.55,149.79,1,0.0138,420.24,248.08,1.299,0.0312,0.792,0.618,0.824,109.11,0.541,28.21
73.66,95.98,3196,61.87,20.31,40.84,1,0.0162,378.03,144.09,-0.156,0.0158,0.25,0.913,0.824,125.68,0.799,10.89
81.49,75.95,1886,230.52,34.93,99.8,0,0.0316,420.26,182.77,1.031,-0.0118,0.735,0.539,0.965,175.44,0.4715,4.57
88.47,52.11,1340,107.89,32.41,100.64,0,0.0164,435.28,43.59,1.157,0.0034,0.762,0.383,0.825,165.95,0.335,0.35
92.48,66.49,169,76.44,25.41,99.3,0,0.0436,432.29,200.76,0.39,-0.0258,0.391,0.048,0.851,48.93,0.0423,15.24
69.55,27.01,2675,192.4,64.42,103.02,0,0.0138,410.2,239.07,0.309,0.0442,0.718,0.764,0.846,177.02,0.6688,25.26
88.34,97.73,1259,184.58,42.0,40.32,0,0.0115,392.67,14.31,1.093,-0.0297,0.825,0.36,0.938,65.98,0.3148,20.37
78.73,71.04,2729,39.31,36.04,64.56,1,0.0099,322.35,133.44,-0.267,-0.045,0.439,0.78,0.952,73.32,0.6823,8.46
72.92,98.52,2402,223.5,59.25,61.97,1,0.0175,313.02,112.55,1.313,0.0191,1.072,0.686,0.972,129.65,0.6005,26.1
81.0,72.23,1819,122.95,36.69,76.56,0,0.0336,358.58,25.44,0.125,-0.0257,0.389,0.52,0.925,79.74,0.4547,16.47
98.6,48.67,304,141.53,22.89,135.64,1,0.0076,368.38,72.44,0.198,-0.0027,0.29,0.087,0.85,152.39,0.076,0.7
74.14,15.78,2444,142.99,22.31,45.79,0,0.0446,391.96,174.08,0.258,-0.0251,0.309,0.698,0.871,127.96,0.611,13.26
94.0,21.48,447,190.95,32.26,133.59,1,0.0247,300.51,109.96,1.314,0.0407,0.823,0.128,0.84,43.51,0.1118,9.78
66.45,78.7,3084,59.06,51.07,50.49,1,0.0323,371.74,89.59,0.244,0.002,0.569,0.881,0.802,150.68,0.771,21.95
79.04,98.26,2297,225.37,25.92,106.08,1,0.0266,338.16,221.39,-0.064,0.0056,0.265,0.656,0.911,86.44,0.5743,8.4
65.89,35.07,3373,195.41,29.64,31.93,1,0.0481,393.68,235.61,-0.397,0.0327,0.432,0.964,0.833,152.92,0.8433,3.57
68.38,73.59,2321,15.95,54.91,52.16,0,0.0476,393.63,69.91,0.303,0.0315,0.628,0.663,0.812,64.08,0.5803,5.69
81.18,42.61,1463,132.47,56.44,122.13,1,0.018,345.61,120.31,-0.416,0.006,0.687,0.418,0.971,56.35,0.3658,8.2
89.88,24.37,893,148.76,34.72,70.15,1,0.029,386.42,145.6,1.308,0.0258,0.844,0.255,0.942,40.81,0.2233,20.26
